------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  4] local 10.0.0.10 port 5001 connected with 10.0.0.2 port 35516
[  5] local 10.0.0.10 port 5001 connected with 10.0.0.3 port 46957
[  6] local 10.0.0.10 port 5001 connected with 10.0.0.5 port 57406
[  7] local 10.0.0.10 port 5001 connected with 10.0.0.4 port 39566
[  8] local 10.0.0.10 port 5001 connected with 10.0.0.6 port 40277
[  9] local 10.0.0.10 port 5001 connected with 10.0.0.8 port 46868
[ 11] local 10.0.0.10 port 5001 connected with 10.0.0.9 port 42350
[ 10] local 10.0.0.10 port 5001 connected with 10.0.0.7 port 54298
[ 12] local 10.0.0.10 port 5001 connected with 10.0.0.1 port 35191
[ ID] Interval       Transfer     Bandwidth
[  6]  0.0- 1.0 sec  2.12 MBytes  17.8 Mbits/sec
[ 12]  0.0- 1.0 sec   216 KBytes  1.77 Mbits/sec
[  7]  0.0- 1.0 sec  2.28 MBytes  19.1 Mbits/sec
[ 11]  0.0- 1.0 sec   216 KBytes  1.77 Mbits/sec
[ 10]  0.0- 1.0 sec   214 KBytes  1.75 Mbits/sec
[  4]  0.0- 1.0 sec  3.65 MBytes  30.6 Mbits/sec
[  9]  0.0- 1.0 sec   335 KBytes  2.75 Mbits/sec
[  5]  0.0- 1.0 sec  2.15 MBytes  18.1 Mbits/sec
[  8]  0.0- 1.0 sec   902 KBytes  7.39 Mbits/sec
[  8]  1.0- 2.0 sec   752 KBytes  6.16 Mbits/sec
[ 11]  1.0- 2.0 sec  21.2 KBytes   174 Kbits/sec
[ 12]  1.0- 2.0 sec   109 KBytes   892 Kbits/sec
[  5]  1.0- 2.0 sec   468 KBytes  3.83 Mbits/sec
[  7]  1.0- 2.0 sec   375 KBytes  3.07 Mbits/sec
[  6]  1.0- 2.0 sec  24.0 KBytes   197 Kbits/sec
[ 10]  1.0- 2.0 sec   173 KBytes  1.41 Mbits/sec
[  9]  1.0- 2.0 sec   600 KBytes  4.91 Mbits/sec
[  4]  1.0- 2.0 sec  4.24 KBytes  34.8 Kbits/sec
[  5]  2.0- 3.0 sec  8.98 MBytes  75.4 Mbits/sec
[  6]  2.0- 3.0 sec  9.61 MBytes  80.6 Mbits/sec
[  7]  2.0- 3.0 sec  9.79 MBytes  82.1 Mbits/sec
[  4]  2.0- 3.0 sec  4.24 KBytes  34.8 Kbits/sec
[  8]  2.0- 3.0 sec  2.83 MBytes  23.8 Mbits/sec
