------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  5] local 10.0.0.10 port 5001 connected with 10.0.0.3 port 47174
[  4] local 10.0.0.10 port 5001 connected with 10.0.0.2 port 35733
[  6] local 10.0.0.10 port 5001 connected with 10.0.0.4 port 39783
[  7] local 10.0.0.10 port 5001 connected with 10.0.0.5 port 57624
[  8] local 10.0.0.10 port 5001 connected with 10.0.0.6 port 40493
[ 10] local 10.0.0.10 port 5001 connected with 10.0.0.7 port 54515
[  9] local 10.0.0.10 port 5001 connected with 10.0.0.8 port 47085
[ 12] local 10.0.0.10 port 5001 connected with 10.0.0.9 port 42566
[ 11] local 10.0.0.10 port 5001 connected with 10.0.0.1 port 35409
[ ID] Interval       Transfer     Bandwidth
[  4]  0.0- 1.0 sec  6.94 MBytes  58.2 Mbits/sec
[  6]  0.0- 1.0 sec  2.19 MBytes  18.4 Mbits/sec
[  5]  0.0- 1.0 sec  2.72 MBytes  22.8 Mbits/sec
[  7]  0.0- 1.0 sec  1.87 MBytes  15.7 Mbits/sec
[  8]  0.0- 1.0 sec  1.51 MBytes  12.7 Mbits/sec
[  9]  0.0- 1.0 sec  1.87 MBytes  15.6 Mbits/sec
[ 10]  0.0- 1.0 sec  1.71 MBytes  14.3 Mbits/sec
[ 12]  0.0- 1.0 sec   929 KBytes  7.61 Mbits/sec
[ 11]  0.0- 1.0 sec   864 KBytes  7.08 Mbits/sec
[  5]  1.0- 2.0 sec  11.2 MBytes  93.7 Mbits/sec
[  6]  1.0- 2.0 sec  10.2 MBytes  85.3 Mbits/sec
[  7]  1.0- 2.0 sec  2.03 MBytes  17.0 Mbits/sec
[  8]  1.0- 2.0 sec  1.61 MBytes  13.5 Mbits/sec
[ 11]  1.0- 2.0 sec   175 KBytes  1.44 Mbits/sec
[  9]  1.0- 2.0 sec   365 KBytes  2.99 Mbits/sec
[ 12]  1.0- 2.0 sec   328 KBytes  2.69 Mbits/sec
[ 10]  1.0- 2.0 sec   402 KBytes  3.29 Mbits/sec
[  4]  1.0- 2.0 sec  3.96 MBytes  33.2 Mbits/sec
[  5]  2.0- 3.0 sec  7.74 MBytes  64.9 Mbits/sec
[  6]  2.0- 3.0 sec  3.81 MBytes  31.9 Mbits/sec
[  7]  2.0- 3.0 sec  2.89 MBytes  24.3 Mbits/sec
[  4]  2.0- 3.0 sec  4.98 MBytes  41.8 Mbits/sec
[  8]  2.0- 3.0 sec  2.39 MBytes  20.1 Mbits/sec
[  9]  2.0- 3.0 sec   421 KBytes  3.45 Mbits/sec
[ 12]  2.0- 3.0 sec   421 KBytes  3.45 Mbits/sec
[ 10]  2.0- 3.0 sec   424 KBytes  3.48 Mbits/sec
