------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  4] local 10.0.0.10 port 5001 connected with 10.0.0.4 port 39479
[  5] local 10.0.0.10 port 5001 connected with 10.0.0.2 port 35429
[  6] local 10.0.0.10 port 5001 connected with 10.0.0.3 port 46870
[  7] local 10.0.0.10 port 5001 connected with 10.0.0.5 port 57319
[  8] local 10.0.0.10 port 5001 connected with 10.0.0.6 port 40190
[  9] local 10.0.0.10 port 5001 connected with 10.0.0.8 port 46781
[ 10] local 10.0.0.10 port 5001 connected with 10.0.0.7 port 54211
[ 11] local 10.0.0.10 port 5001 connected with 10.0.0.1 port 35105
[ 12] local 10.0.0.10 port 5001 connected with 10.0.0.9 port 42262
[ ID] Interval       Transfer     Bandwidth
[  9]  0.0- 1.0 sec   666 KBytes  5.46 Mbits/sec
[  5]  0.0- 1.0 sec  2.32 MBytes  19.4 Mbits/sec
[ 12]  0.0- 1.0 sec   219 KBytes  1.80 Mbits/sec
[ 11]  0.0- 1.0 sec   255 KBytes  2.09 Mbits/sec
[ 10]  0.0- 1.0 sec   274 KBytes  2.25 Mbits/sec
[  8]  0.0- 1.0 sec   813 KBytes  6.66 Mbits/sec
[  4]  0.0- 1.0 sec  2.11 MBytes  17.7 Mbits/sec
[  6]  0.0- 1.0 sec  1.95 MBytes  16.4 Mbits/sec
[  7]  0.0- 1.0 sec   713 KBytes  5.84 Mbits/sec
[  5]  1.0- 2.0 sec  7.90 MBytes  66.3 Mbits/sec
[  7]  1.0- 2.0 sec  12.7 KBytes   104 Kbits/sec
[ 11]  1.0- 2.0 sec   677 KBytes  5.55 Mbits/sec
[ 10]  1.0- 2.0 sec   813 KBytes  6.66 Mbits/sec
[ 12]  1.0- 2.0 sec   823 KBytes  6.74 Mbits/sec
[  9]  1.0- 2.0 sec  2.24 MBytes  18.8 Mbits/sec
[  8]  1.0- 2.0 sec   510 KBytes  4.18 Mbits/sec
[  4]  1.0- 2.0 sec  5.15 MBytes  43.2 Mbits/sec
[  6]  1.0- 2.0 sec  3.95 MBytes  33.2 Mbits/sec
[  4]  2.0- 3.0 sec  6.04 MBytes  50.6 Mbits/sec
[  5]  2.0- 3.0 sec  2.73 MBytes  22.9 Mbits/sec
[  6]  2.0- 3.0 sec  6.24 MBytes  52.4 Mbits/sec
[  8]  2.0- 3.0 sec  4.36 MBytes  36.6 Mbits/sec
[  9]  2.0- 3.0 sec   421 KBytes  3.45 Mbits/sec
[ 10]  2.0- 3.0 sec   286 KBytes  2.34 Mbits/sec
[ 12]  2.0- 3.0 sec   124 KBytes  1.02 Mbits/sec
[  7]  2.0- 3.0 sec  1.37 MBytes  11.5 Mbits/sec
[ 11]  2.0- 3.0 sec   235 KBytes  1.92 Mbits/sec
[  4]  3.0- 4.0 sec  5.27 MBytes  44.2 Mbits/sec
[  5]  3.0- 4.0 sec  1.49 MBytes  12.5 Mbits/sec
[  6]  3.0- 4.0 sec  4.91 MBytes  41.2 Mbits/sec
[  7]  3.0- 4.0 sec   297 KBytes  2.43 Mbits/sec
[  8]  3.0- 4.0 sec  2.12 MBytes  17.8 Mbits/sec
[  9]  3.0- 4.0 sec   503 KBytes  4.12 Mbits/sec
[ 10]  3.0- 4.0 sec   229 KBytes  1.88 Mbits/sec
[ 12]  3.0- 4.0 sec   153 KBytes  1.25 Mbits/sec
[ 11]  3.0- 4.0 sec   266 KBytes  2.18 Mbits/sec
[  4]  4.0- 5.0 sec  5.33 MBytes  44.7 Mbits/sec
[  5]  4.0- 5.0 sec  1.52 MBytes  12.7 Mbits/sec
[  6]  4.0- 5.0 sec  4.87 MBytes  40.9 Mbits/sec
[  8]  4.0- 5.0 sec  2.15 MBytes  18.1 Mbits/sec
[  7]  4.0- 5.0 sec   379 KBytes  3.10 Mbits/sec
[ 11]  4.0- 5.0 sec   297 KBytes  2.43 Mbits/sec
[  9]  4.0- 5.0 sec   566 KBytes  4.63 Mbits/sec
[ 10]  4.0- 5.0 sec   294 KBytes  2.41 Mbits/sec
[ 12]  4.0- 5.0 sec   218 KBytes  1.78 Mbits/sec
[  4]  5.0- 6.0 sec  6.40 MBytes  53.7 Mbits/sec
[  5]  5.0- 6.0 sec  1.98 MBytes  16.6 Mbits/sec
[  6]  5.0- 6.0 sec  6.10 MBytes  51.2 Mbits/sec
[  8]  5.0- 6.0 sec  2.62 MBytes  22.0 Mbits/sec
[ 10]  5.0- 6.0 sec   402 KBytes  3.29 Mbits/sec
[  7]  5.0- 6.0 sec   551 KBytes  4.52 Mbits/sec
[ 12]  5.0- 6.0 sec   331 KBytes  2.71 Mbits/sec
[ 11]  5.0- 6.0 sec   475 KBytes  3.89 Mbits/sec
[  9]  5.0- 6.0 sec   772 KBytes  6.32 Mbits/sec
[  4]  6.0- 7.0 sec  6.52 MBytes  54.7 Mbits/sec
[  5]  6.0- 7.0 sec  2.08 MBytes  17.5 Mbits/sec
[  6]  6.0- 7.0 sec  6.13 MBytes  51.4 Mbits/sec
[  8]  6.0- 7.0 sec  2.78 MBytes  23.4 Mbits/sec
[  9]  6.0- 7.0 sec   795 KBytes  6.51 Mbits/sec
[ 10]  6.0- 7.0 sec   526 KBytes  4.31 Mbits/sec
[ 12]  6.0- 7.0 sec   413 KBytes  3.38 Mbits/sec
[  7]  6.0- 7.0 sec   645 KBytes  5.28 Mbits/sec
[ 11]  6.0- 7.0 sec   574 KBytes  4.70 Mbits/sec
[  4]  7.0- 8.0 sec  6.02 MBytes  50.5 Mbits/sec
[  5]  7.0- 8.0 sec  1.99 MBytes  16.7 Mbits/sec
[  6]  7.0- 8.0 sec  5.64 MBytes  47.3 Mbits/sec
[  8]  7.0- 8.0 sec  2.63 MBytes  22.0 Mbits/sec
[  9]  7.0- 8.0 sec   874 KBytes  7.16 Mbits/sec
[ 10]  7.0- 8.0 sec   568 KBytes  4.66 Mbits/sec
[ 12]  7.0- 8.0 sec   478 KBytes  3.92 Mbits/sec
[  7]  7.0- 8.0 sec   682 KBytes  5.58 Mbits/sec
[ 11]  7.0- 8.0 sec   611 KBytes  5.00 Mbits/sec
[  4]  8.0- 9.0 sec  6.07 MBytes  50.9 Mbits/sec
[  5]  8.0- 9.0 sec  2.06 MBytes  17.3 Mbits/sec
[  6]  8.0- 9.0 sec  5.69 MBytes  47.8 Mbits/sec
[  7]  8.0- 9.0 sec   724 KBytes  5.93 Mbits/sec
[  8]  8.0- 9.0 sec  2.73 MBytes  22.9 Mbits/sec
[  9]  8.0- 9.0 sec   962 KBytes  7.88 Mbits/sec
[ 10]  8.0- 9.0 sec   650 KBytes  5.33 Mbits/sec
[ 12]  8.0- 9.0 sec   560 KBytes  4.59 Mbits/sec
[ 11]  8.0- 9.0 sec   693 KBytes  5.68 Mbits/sec
[  4]  9.0-10.0 sec  6.32 MBytes  53.1 Mbits/sec
[  5]  9.0-10.0 sec  2.22 MBytes  18.7 Mbits/sec
[  6]  9.0-10.0 sec  5.97 MBytes  50.1 Mbits/sec
[  8]  9.0-10.0 sec  2.85 MBytes  23.9 Mbits/sec
[  9]  9.0-10.0 sec  1.02 MBytes  8.55 Mbits/sec
[ 10]  9.0-10.0 sec   735 KBytes  6.02 Mbits/sec
[ 12]  9.0-10.0 sec   642 KBytes  5.26 Mbits/sec
[  7]  9.0-10.0 sec   880 KBytes  7.21 Mbits/sec
[ 11]  9.0-10.0 sec   775 KBytes  6.35 Mbits/sec
[  4] 10.0-11.0 sec  6.21 MBytes  52.1 Mbits/sec
[  6] 10.0-11.0 sec  5.84 MBytes  49.0 Mbits/sec
[  5] 10.0-11.0 sec  2.24 MBytes  18.8 Mbits/sec
[  8] 10.0-11.0 sec  2.91 MBytes  24.4 Mbits/sec
[  9] 10.0-11.0 sec  1.10 MBytes  9.20 Mbits/sec
[ 10] 10.0-11.0 sec   812 KBytes  6.65 Mbits/sec
[ 12] 10.0-11.0 sec   724 KBytes  5.93 Mbits/sec
[  7] 10.0-11.0 sec   930 KBytes  7.62 Mbits/sec
[ 11] 10.0-11.0 sec   860 KBytes  7.04 Mbits/sec
[  5] 11.0-12.0 sec  2.18 MBytes  18.3 Mbits/sec
[  6] 11.0-12.0 sec  5.67 MBytes  47.6 Mbits/sec
[  4] 11.0-12.0 sec  6.10 MBytes  51.2 Mbits/sec
[  7] 11.0-12.0 sec   913 KBytes  7.48 Mbits/sec
[  8] 11.0-12.0 sec  2.97 MBytes  25.0 Mbits/sec
[ 11] 11.0-12.0 sec   882 KBytes  7.23 Mbits/sec
[  9] 11.0-12.0 sec  1.18 MBytes  9.92 Mbits/sec
[ 10] 11.0-12.0 sec   899 KBytes  7.37 Mbits/sec
[ 12] 11.0-12.0 sec   806 KBytes  6.60 Mbits/sec
[  4] 12.0-13.0 sec  5.86 MBytes  49.1 Mbits/sec
[  6] 12.0-13.0 sec  5.58 MBytes  46.8 Mbits/sec
[  5] 12.0-13.0 sec  2.23 MBytes  18.7 Mbits/sec
[  7] 12.0-13.0 sec  1.04 MBytes  8.71 Mbits/sec
[  8] 12.0-13.0 sec  2.80 MBytes  23.5 Mbits/sec
[  9] 12.0-13.0 sec  1.15 MBytes  9.61 Mbits/sec
[ 10] 12.0-13.0 sec   891 KBytes  7.30 Mbits/sec
[ 12] 12.0-13.0 sec   806 KBytes  6.60 Mbits/sec
[ 11] 12.0-13.0 sec   987 KBytes  8.09 Mbits/sec
[  4] 13.0-14.0 sec  5.73 MBytes  48.1 Mbits/sec
[  5] 13.0-14.0 sec  2.17 MBytes  18.2 Mbits/sec
[  6] 13.0-14.0 sec  5.39 MBytes  45.2 Mbits/sec
[  7] 13.0-14.0 sec  1.01 MBytes  8.43 Mbits/sec
[  8] 13.0-14.0 sec  2.86 MBytes  24.0 Mbits/sec
