0.000113, 20000
0.000213, 40000
0.000239, 60000
1.417992, 80000
1.418028, 100000
1.418045, 120000
1.418065, 140000
1.418084, 160000
1.418101, 180000
1.512995, 200000
1.513018, 220000
1.561084, 240000
1.561126, 260000
1.561141, 280000
1.561155, 300000
1.561174, 320000
1.561232, 340000
1.561254, 360000
1.561270, 380000
1.561287, 400000
1.561304, 420000
1.561324, 440000
1.561343, 460000
1.561401, 480000
1.561421, 500000
1.561437, 520000
1.561457, 540000
1.561475, 560000
1.561495, 580000
1.561514, 600000
1.731685, 620000
1.731705, 640000
1.731718, 660000
1.731730, 680000
1.731746, 700000
1.731764, 720000
1.731776, 740000
1.731931, 760000
1.731945, 780000
1.732006, 800000
1.732026, 820000
1.755722, 840000
1.755740, 860000
1.755759, 880000
1.755776, 900000
1.755790, 920000
1.755801, 940000
1.755887, 960000
1.755902, 980000
1.755914, 1000000
1.755928, 1020000
1.755943, 1040000
1.755958, 1060000
1.755972, 1080000
1.756037, 1100000
1.756052, 1120000
1.756064, 1140000
1.756079, 1160000
1.756094, 1180000
1.756108, 1200000
1.756122, 1220000
1.756137, 1240000
1.756152, 1260000
1.756229, 1280000
1.756248, 1300000
1.756262, 1320000
1.756273, 1340000
1.756288, 1360000
1.756303, 1380000
1.756317, 1400000
1.756373, 1420000
1.756392, 1440000
1.756406, 1460000
1.756417, 1480000
1.756430, 1500000
1.756445, 1520000
1.756459, 1540000
1.756474, 1560000
1.756489, 1580000
1.756560, 1600000
1.756572, 1620000
1.756586, 1640000
1.756602, 1660000
1.756616, 1680000
1.756629, 1700000
1.756644, 1720000
1.756713, 1740000
1.756725, 1760000
1.756742, 1780000
1.756756, 1800000
1.756767, 1820000
1.756781, 1840000
1.756796, 1860000
1.756810, 1880000
1.756821, 1900000
1.756903, 1920000
1.756918, 1940000
1.756930, 1960000
1.756944, 1980000
1.756963, 2000000
1.756977, 2020000
1.756993, 2040000
1.868392, 2060000
1.868409, 2080000
1.868422, 2100000
1.868438, 2120000
1.868450, 2140000
1.868461, 2160000
1.868474, 2180000
