20211120173520,10.0.0.6,45167,10.0.0.10,5001,3,0.0-1.0,1310720,10485760
20211120173521,10.0.0.6,45167,10.0.0.10,5001,3,1.0-2.0,1179648,9437184
20211120173522,10.0.0.6,45167,10.0.0.10,5001,3,2.0-3.0,1310720,10485760
20211120173523,10.0.0.6,45167,10.0.0.10,5001,3,3.0-4.0,1179648,9437184
20211120173524,10.0.0.6,45167,10.0.0.10,5001,3,4.0-5.0,1179648,9437184
20211120173525,10.0.0.6,45167,10.0.0.10,5001,3,5.0-6.0,1179648,9437184
20211120173526,10.0.0.6,45167,10.0.0.10,5001,3,6.0-7.0,1179648,9437184
20211120173527,10.0.0.6,45167,10.0.0.10,5001,3,7.0-8.0,1179648,9437184
20211120173528,10.0.0.6,45167,10.0.0.10,5001,3,8.0-9.0,1179648,9437184
20211120173529,10.0.0.6,45167,10.0.0.10,5001,3,9.0-10.0,1179648,9437184
20211120173530,10.0.0.6,45167,10.0.0.10,5001,3,10.0-11.0,1179648,9437184
20211120173531,10.0.0.6,45167,10.0.0.10,5001,3,11.0-12.0,1179648,9437184
20211120173532,10.0.0.6,45167,10.0.0.10,5001,3,12.0-13.0,1310720,10485760
20211120173533,10.0.0.6,45167,10.0.0.10,5001,3,13.0-14.0,1179648,9437184
20211120173534,10.0.0.6,45167,10.0.0.10,5001,3,14.0-15.0,1179648,9437184
20211120173535,10.0.0.6,45167,10.0.0.10,5001,3,15.0-16.0,1179648,9437184
20211120173536,10.0.0.6,45167,10.0.0.10,5001,3,16.0-17.0,1179648,9437184
20211120173537,10.0.0.6,45167,10.0.0.10,5001,3,17.0-18.0,1179648,9437184
20211120173538,10.0.0.6,45167,10.0.0.10,5001,3,18.0-19.0,1179648,9437184
20211120173539,10.0.0.6,45167,10.0.0.10,5001,3,19.0-20.0,1310720,10485760
20211120173540,10.0.0.6,45167,10.0.0.10,5001,3,20.0-21.0,1179648,9437184
20211120173541,10.0.0.6,45167,10.0.0.10,5001,3,21.0-22.0,1179648,9437184
20211120173542,10.0.0.6,45167,10.0.0.10,5001,3,22.0-23.0,1179648,9437184
20211120173543,10.0.0.6,45167,10.0.0.10,5001,3,23.0-24.0,1179648,9437184
20211120173544,10.0.0.6,45167,10.0.0.10,5001,3,24.0-25.0,1179648,9437184
20211120173545,10.0.0.6,45167,10.0.0.10,5001,3,25.0-26.0,1179648,9437184
20211120173546,10.0.0.6,45167,10.0.0.10,5001,3,26.0-27.0,1179648,9437184
20211120173547,10.0.0.6,45167,10.0.0.10,5001,3,27.0-28.0,1310720,10485760
20211120173548,10.0.0.6,45167,10.0.0.10,5001,3,28.0-29.0,1179648,9437184
20211120173549,10.0.0.6,45167,10.0.0.10,5001,3,29.0-30.0,1179648,9437184
20211120173550,10.0.0.6,45167,10.0.0.10,5001,3,30.0-31.0,1179648,9437184
20211120173551,10.0.0.6,45167,10.0.0.10,5001,3,31.0-32.0,1179648,9437184
20211120173552,10.0.0.6,45167,10.0.0.10,5001,3,32.0-33.0,1179648,9437184
20211120173553,10.0.0.6,45167,10.0.0.10,5001,3,33.0-34.0,1179648,9437184
20211120173554,10.0.0.6,45167,10.0.0.10,5001,3,34.0-35.0,1310720,10485760
20211120173555,10.0.0.6,45167,10.0.0.10,5001,3,35.0-36.0,1179648,9437184
20211120173556,10.0.0.6,45167,10.0.0.10,5001,3,36.0-37.0,1179648,9437184
20211120173557,10.0.0.6,45167,10.0.0.10,5001,3,37.0-38.0,1179648,9437184
20211120173558,10.0.0.6,45167,10.0.0.10,5001,3,38.0-39.0,1179648,9437184
20211120173559,10.0.0.6,45167,10.0.0.10,5001,3,39.0-40.0,1179648,9437184
20211120173600,10.0.0.6,45167,10.0.0.10,5001,3,40.0-41.0,1179648,9437184
20211120173601,10.0.0.6,45167,10.0.0.10,5001,3,41.0-42.0,1179648,9437184
20211120173602,10.0.0.6,45167,10.0.0.10,5001,3,42.0-43.0,1179648,9437184
20211120173603,10.0.0.6,45167,10.0.0.10,5001,3,43.0-44.0,1179648,9437184
20211120173604,10.0.0.6,45167,10.0.0.10,5001,3,44.0-45.0,1310720,10485760
20211120173605,10.0.0.6,45167,10.0.0.10,5001,3,45.0-46.0,1179648,9437184
20211120173606,10.0.0.6,45167,10.0.0.10,5001,3,46.0-47.0,1179648,9437184
20211120173607,10.0.0.6,45167,10.0.0.10,5001,3,47.0-48.0,1179648,9437184
20211120173608,10.0.0.6,45167,10.0.0.10,5001,3,48.0-49.0,1179648,9437184
20211120173609,10.0.0.6,45167,10.0.0.10,5001,3,49.0-50.0,1179648,9437184
20211120173610,10.0.0.6,45167,10.0.0.10,5001,3,50.0-51.0,1179648,9437184
20211120173611,10.0.0.6,45167,10.0.0.10,5001,3,51.0-52.0,1179648,9437184
20211120173612,10.0.0.6,45167,10.0.0.10,5001,3,52.0-53.0,1310720,10485760
20211120173613,10.0.0.6,45167,10.0.0.10,5001,3,53.0-54.0,1179648,9437184
20211120173614,10.0.0.6,45167,10.0.0.10,5001,3,54.0-55.0,1179648,9437184
20211120173615,10.0.0.6,45167,10.0.0.10,5001,3,55.0-56.0,1179648,9437184
20211120173616,10.0.0.6,45167,10.0.0.10,5001,3,56.0-57.0,1179648,9437184
20211120173617,10.0.0.6,45167,10.0.0.10,5001,3,57.0-58.0,1179648,9437184
20211120173618,10.0.0.6,45167,10.0.0.10,5001,3,58.0-59.0,1179648,9437184
