------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  4] local 10.0.0.10 port 5001 connected with 10.0.0.2 port 37785
[  5] local 10.0.0.10 port 5001 connected with 10.0.0.4 port 41835
[  6] local 10.0.0.10 port 5001 connected with 10.0.0.3 port 49226
[  7] local 10.0.0.10 port 5001 connected with 10.0.0.9 port 44618
[  8] local 10.0.0.10 port 5001 connected with 10.0.0.6 port 42545
[  9] local 10.0.0.10 port 5001 connected with 10.0.0.5 port 59676
[ 10] local 10.0.0.10 port 5001 connected with 10.0.0.7 port 56567
[ 11] local 10.0.0.10 port 5001 connected with 10.0.0.1 port 37461
[ 12] local 10.0.0.10 port 5001 connected with 10.0.0.8 port 49137
[ ID] Interval       Transfer     Bandwidth
[  4]  0.0- 1.0 sec  1.11 MBytes  9.28 Mbits/sec
[  5]  0.0- 1.0 sec  1.10 MBytes  9.21 Mbits/sec
[  6]  0.0- 1.0 sec  1.10 MBytes  9.21 Mbits/sec
[  7]  0.0- 1.0 sec  1.10 MBytes  9.23 Mbits/sec
[  8]  0.0- 1.0 sec  1.10 MBytes  9.23 Mbits/sec
[  9]  0.0- 1.0 sec  1.10 MBytes  9.23 Mbits/sec
[ 10]  0.0- 1.0 sec  1.10 MBytes  9.19 Mbits/sec
[ 11]  0.0- 1.0 sec  11.1 MBytes  93.0 Mbits/sec
[ 12]  0.0- 1.0 sec  1.10 MBytes  9.19 Mbits/sec
[  4]  1.0- 2.0 sec  1.09 MBytes  9.13 Mbits/sec
[  5]  1.0- 2.0 sec  1.09 MBytes  9.17 Mbits/sec
[  6]  1.0- 2.0 sec  1.09 MBytes  9.17 Mbits/sec
[  7]  1.0- 2.0 sec  1.09 MBytes  9.15 Mbits/sec
[  8]  1.0- 2.0 sec  1.09 MBytes  9.15 Mbits/sec
[  9]  1.0- 2.0 sec  1.09 MBytes  9.15 Mbits/sec
[ 10]  1.0- 2.0 sec  1.09 MBytes  9.15 Mbits/sec
[ 11]  1.0- 2.0 sec  11.4 MBytes  95.5 Mbits/sec
[ 12]  1.0- 2.0 sec  1.09 MBytes  9.15 Mbits/sec
[  4]  2.0- 3.0 sec  1.16 MBytes  9.71 Mbits/sec
[  5]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[  6]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[  7]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[  8]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[ 10]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[  9]  2.0- 3.0 sec  1.15 MBytes  9.68 Mbits/sec
[ 11]  2.0- 3.0 sec  23.3 MBytes   195 Mbits/sec
[ 12]  2.0- 3.0 sec  1.15 MBytes  9.66 Mbits/sec
[  4]  3.0- 4.0 sec  1.10 MBytes  9.22 Mbits/sec
[  5]  3.0- 4.0 sec  1.10 MBytes  9.22 Mbits/sec
[  6]  3.0- 4.0 sec  1.10 MBytes  9.22 Mbits/sec
[  7]  3.0- 4.0 sec  1.10 MBytes  9.24 Mbits/sec
[  8]  3.0- 4.0 sec  1.10 MBytes  9.24 Mbits/sec
[  9]  3.0- 4.0 sec  1.10 MBytes  9.22 Mbits/sec
[ 10]  3.0- 4.0 sec  1.10 MBytes  9.24 Mbits/sec
[ 11]  3.0- 4.0 sec  22.6 MBytes   189 Mbits/sec
[ 12]  3.0- 4.0 sec  1.10 MBytes  9.24 Mbits/sec
[  4]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  5]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  6]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  7]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  8]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  9]  4.0- 5.0 sec  1.11 MBytes  9.31 Mbits/sec
[ 10]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[ 11]  4.0- 5.0 sec  26.0 MBytes   218 Mbits/sec
[ 12]  4.0- 5.0 sec  1.11 MBytes  9.29 Mbits/sec
[  4]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[  5]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[  6]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[  7]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[  8]  5.0- 6.0 sec  1.10 MBytes  9.22 Mbits/sec
[  9]  5.0- 6.0 sec  1.10 MBytes  9.22 Mbits/sec
[ 11]  5.0- 6.0 sec  24.5 MBytes   206 Mbits/sec
[ 10]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[ 12]  5.0- 6.0 sec  1.10 MBytes  9.24 Mbits/sec
[  4]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[  5]  6.0- 7.0 sec  1.10 MBytes  9.20 Mbits/sec
[  6]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[  7]  6.0- 7.0 sec  1.10 MBytes  9.20 Mbits/sec
[  8]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[  9]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[ 10]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[ 11]  6.0- 7.0 sec  23.0 MBytes   193 Mbits/sec
[ 12]  6.0- 7.0 sec  1.10 MBytes  9.22 Mbits/sec
[  4]  7.0- 8.0 sec  1.11 MBytes  9.31 Mbits/sec
[  5]  7.0- 8.0 sec  1.11 MBytes  9.34 Mbits/sec
[  6]  7.0- 8.0 sec  1.11 MBytes  9.31 Mbits/sec
