------------------------------------------------------------
Server listening on TCP port 5001
TCP window size:  128 KByte (WARNING: requested 64.0 KByte)
------------------------------------------------------------
[  4] local 10.0.0.10 port 5001 connected with 10.0.0.2 port 60864
[  5] local 10.0.0.10 port 5001 connected with 10.0.0.3 port 48973
[  6] local 10.0.0.10 port 5001 connected with 10.0.0.5 port 41173
[  8] local 10.0.0.10 port 5001 connected with 10.0.0.4 port 43931
[  7] local 10.0.0.10 port 5001 connected with 10.0.0.6 port 59038
[  9] local 10.0.0.10 port 5001 connected with 10.0.0.8 port 34159
[ 10] local 10.0.0.10 port 5001 connected with 10.0.0.7 port 45079
[ 11] local 10.0.0.10 port 5001 connected with 10.0.0.9 port 37384
[ 12] local 10.0.0.10 port 5001 connected with 10.0.0.1 port 36706
[ ID] Interval       Transfer     Bandwidth
[  4]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  5]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  6]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  8]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  7]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  9]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[ 10]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[ 12]  0.0- 1.0 sec  30.8 MBytes   258 Mbits/sec
[ 11]  0.0- 1.0 sec   587 KBytes  4.81 Mbits/sec
[  4]  1.0- 2.0 sec   585 KBytes  4.80 Mbits/sec
[  5]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[  6]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[  8]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[  7]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[  9]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[ 10]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[ 11]  1.0- 2.0 sec   583 KBytes  4.77 Mbits/sec
[ 12]  1.0- 2.0 sec  31.1 MBytes   261 Mbits/sec
[  4]  2.0- 3.0 sec   583 KBytes  4.77 Mbits/sec
[  5]  2.0- 3.0 sec   585 KBytes  4.80 Mbits/sec
