------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  4] local 10.0.0.6 port 5001 connected with 10.0.0.2 port 43736
[  5] local 10.0.0.6 port 5001 connected with 10.0.0.4 port 45971
[  6] local 10.0.0.6 port 5001 connected with 10.0.0.3 port 50987
[  7] local 10.0.0.6 port 5001 connected with 10.0.0.5 port 39119
[ ID] Interval       Transfer     Bandwidth
[  5]  0.0- 1.0 sec   281 KBytes  2.31 Mbits/sec
[  7]  0.0- 1.0 sec   253 KBytes  2.07 Mbits/sec
[  6]  0.0- 1.0 sec   279 KBytes  2.28 Mbits/sec
[  4]  0.0- 1.0 sec   380 KBytes  3.12 Mbits/sec
[  6]  1.0- 2.0 sec   260 KBytes  2.13 Mbits/sec
[  7]  1.0- 2.0 sec   221 KBytes  1.81 Mbits/sec
[  5]  1.0- 2.0 sec   291 KBytes  2.39 Mbits/sec
[  4]  1.0- 2.0 sec   396 KBytes  3.24 Mbits/sec
[  5]  2.0- 3.0 sec   260 KBytes  2.13 Mbits/sec
[  4]  2.0- 3.0 sec   382 KBytes  3.13 Mbits/sec
[  6]  2.0- 3.0 sec   238 KBytes  1.95 Mbits/sec
[  7]  2.0- 3.0 sec   280 KBytes  2.29 Mbits/sec
[  5]  3.0- 4.0 sec   303 KBytes  2.48 Mbits/sec
[  7]  3.0- 4.0 sec   164 KBytes  1.34 Mbits/sec
[  6]  3.0- 4.0 sec   294 KBytes  2.41 Mbits/sec
[  4]  3.0- 4.0 sec   410 KBytes  3.36 Mbits/sec
[  4]  4.0- 5.0 sec   325 KBytes  2.66 Mbits/sec
[  5]  4.0- 5.0 sec   206 KBytes  1.69 Mbits/sec
[  7]  4.0- 5.0 sec   356 KBytes  2.92 Mbits/sec
[  6]  4.0- 5.0 sec   272 KBytes  2.22 Mbits/sec
