20211119095203,10.0.0.1,33603,10.0.0.9,5001,3,0.0-1.0,132300,1058400
20211119095204,10.0.0.1,33603,10.0.0.9,5001,3,1.0-2.0,130830,1046640
20211119095205,10.0.0.1,33603,10.0.0.9,5001,3,2.0-3.0,130830,1046640
20211119095206,10.0.0.1,33603,10.0.0.9,5001,3,3.0-4.0,130830,1046640
20211119095207,10.0.0.1,33603,10.0.0.9,5001,3,4.0-5.0,130830,1046640
20211119095208,10.0.0.1,33603,10.0.0.9,5001,3,5.0-6.0,130830,1046640
20211119095209,10.0.0.1,33603,10.0.0.9,5001,3,6.0-7.0,132300,1058400
20211119095210,10.0.0.1,33603,10.0.0.9,5001,3,7.0-8.0,130830,1046640
20211119095211,10.0.0.1,33603,10.0.0.9,5001,3,8.0-9.0,130830,1046640
20211119095212,10.0.0.1,33603,10.0.0.9,5001,3,9.0-10.0,130830,1046640
20211119095213,10.0.0.1,33603,10.0.0.9,5001,3,10.0-11.0,130830,1046640
20211119095214,10.0.0.1,33603,10.0.0.9,5001,3,11.0-12.0,130830,1046640
20211119095215,10.0.0.1,33603,10.0.0.9,5001,3,12.0-13.0,132300,1058400
20211119095216,10.0.0.1,33603,10.0.0.9,5001,3,13.0-14.0,130830,1046640
20211119095217,10.0.0.1,33603,10.0.0.9,5001,3,14.0-15.0,130830,1046640
20211119095218,10.0.0.1,33603,10.0.0.9,5001,3,15.0-16.0,130830,1046640
20211119095219,10.0.0.1,33603,10.0.0.9,5001,3,16.0-17.0,130830,1046640
20211119095220,10.0.0.1,33603,10.0.0.9,5001,3,17.0-18.0,130830,1046640
20211119095221,10.0.0.1,33603,10.0.0.9,5001,3,18.0-19.0,132300,1058400
20211119095222,10.0.0.1,33603,10.0.0.9,5001,3,19.0-20.0,130830,1046640
20211119095223,10.0.0.1,33603,10.0.0.9,5001,3,20.0-21.0,130830,1046640
20211119095224,10.0.0.1,33603,10.0.0.9,5001,3,21.0-22.0,130830,1046640
20211119095225,10.0.0.1,33603,10.0.0.9,5001,3,22.0-23.0,130830,1046640
20211119095226,10.0.0.1,33603,10.0.0.9,5001,3,23.0-24.0,130830,1046640
20211119095227,10.0.0.1,33603,10.0.0.9,5001,3,24.0-25.0,132300,1058400
20211119095228,10.0.0.1,33603,10.0.0.9,5001,3,25.0-26.0,130830,1046640
20211119095229,10.0.0.1,33603,10.0.0.9,5001,3,26.0-27.0,130830,1046640
20211119095230,10.0.0.1,33603,10.0.0.9,5001,3,27.0-28.0,130830,1046640
20211119095231,10.0.0.1,33603,10.0.0.9,5001,3,28.0-29.0,130830,1046640
20211119095232,10.0.0.1,33603,10.0.0.9,5001,3,29.0-30.0,130830,1046640
20211119095233,10.0.0.1,33603,10.0.0.9,5001,3,30.0-31.0,132300,1058400
20211119095234,10.0.0.1,33603,10.0.0.9,5001,3,31.0-32.0,130830,1046640
20211119095235,10.0.0.1,33603,10.0.0.9,5001,3,32.0-33.0,130830,1046640
20211119095236,10.0.0.1,33603,10.0.0.9,5001,3,33.0-34.0,130830,1046640
20211119095237,10.0.0.1,33603,10.0.0.9,5001,3,34.0-35.0,130830,1046640
20211119095238,10.0.0.1,33603,10.0.0.9,5001,3,35.0-36.0,130830,1046640
20211119095239,10.0.0.1,33603,10.0.0.9,5001,3,36.0-37.0,132300,1058400
20211119095240,10.0.0.1,33603,10.0.0.9,5001,3,37.0-38.0,130830,1046640
20211119095241,10.0.0.1,33603,10.0.0.9,5001,3,38.0-39.0,130830,1046640
20211119095242,10.0.0.1,33603,10.0.0.9,5001,3,39.0-40.0,130830,1046640
20211119095243,10.0.0.1,33603,10.0.0.9,5001,3,40.0-41.0,130830,1046640
20211119095244,10.0.0.1,33603,10.0.0.9,5001,3,41.0-42.0,130830,1046640
20211119095245,10.0.0.1,33603,10.0.0.9,5001,3,42.0-43.0,132300,1058400
20211119095246,10.0.0.1,33603,10.0.0.9,5001,3,43.0-44.0,130830,1046640
20211119095247,10.0.0.1,33603,10.0.0.9,5001,3,44.0-45.0,130830,1046640
20211119095248,10.0.0.1,33603,10.0.0.9,5001,3,45.0-46.0,130830,1046640
20211119095249,10.0.0.1,33603,10.0.0.9,5001,3,46.0-47.0,130830,1046640
20211119095250,10.0.0.1,33603,10.0.0.9,5001,3,47.0-48.0,130830,1046640
20211119095251,10.0.0.1,33603,10.0.0.9,5001,3,48.0-49.0,132300,1058400
20211119095252,10.0.0.1,33603,10.0.0.9,5001,3,49.0-50.0,130830,1046640
20211119095253,10.0.0.1,33603,10.0.0.9,5001,3,50.0-51.0,130830,1046640
20211119095254,10.0.0.1,33603,10.0.0.9,5001,3,51.0-52.0,130830,1046640
20211119095255,10.0.0.1,33603,10.0.0.9,5001,3,52.0-53.0,130830,1046640
20211119095256,10.0.0.1,33603,10.0.0.9,5001,3,53.0-54.0,130830,1046640
20211119095257,10.0.0.1,33603,10.0.0.9,5001,3,54.0-55.0,132300,1058400
20211119095258,10.0.0.1,33603,10.0.0.9,5001,3,55.0-56.0,130830,1046640
20211119095259,10.0.0.1,33603,10.0.0.9,5001,3,56.0-57.0,130830,1046640
20211119095300,10.0.0.1,33603,10.0.0.9,5001,3,57.0-58.0,130830,1046640
20211119095301,10.0.0.1,33603,10.0.0.9,5001,3,58.0-59.0,130830,1046640
20211119095302,10.0.0.1,33603,10.0.0.9,5001,3,59.0-60.0,130830,1046640
20211119095302,10.0.0.1,33603,10.0.0.9,5001,3,0.0-60.0,7865970,1048593
